,title,lyrics
10,"
                  The Dreadnought |                     ",
11,"
                  Froggie Went a Courtin |                     ","Burle Ives version: Froggie went a courtin and he did ride. Mhmm.
Froggie went a courtin and he did ride. A sword and a pistol by his side. Mhmm.He went down to Missie Mousie’s door. Mhmm.
He went down to Missie Mousie’s door, where he had been many times before. Mhmm.“Missie Mouse, are you within?” Mhmm.
“Missie Mouse, are you within?” “Yes, kind sir, I sit and spin.” Mhmm.Took Missie Mouse upon his knee. Mhmm.
Took Missie Mouse upon his knee, said, “Missie Mouse, will you marry me?” Mhmm.Without my Uncle Rat’s consent. Mhmm.
Without my Uncle Rat’s consent, I wouldn’t marry the president. Mhmm.Uncle Rat laughed and shook his fat sides. Mhmm.
Uncle Rat laughed and shook his fat sides, to think his niece would become a bride. Mhmm.When Uncle Rat did his consent. Mhmm.
When Uncle Rat did his consent, the weasel wrote the publishment. Mhmm.Next came in was a bumblebee. Mhmm.
Next came in was a bumblebee, danced a jig with a two-leg flea. Mhmm.They all did hoot and the birds they sang. Mhmm.
They all did hoot and the birds they sang and through the woods the music rang. Mhmm.Where will the wedding breakfast be? Mhmm.
Where will the wedding breakfast be? He went down yonder in a hollow tree. Mhmm.What will the wedding breakfast be”? Mhmm.
What will the wedding breakfast be? Two green beans and a black-eyed pea. Mhmm.They all went sailing across the lake. Mhmm.
They all went sailing across the lake and got swallowed up by a big black snake. Mhmm.There’s bread and cheese upon the shelf. Mhmm.
There’s bread and cheese upon the shelf. If you want anymore you can take it yourself. Mhmm."
12,"
                  Jericho |                     "," When she’s a tight old staver,Then do all you can to save her;When she drops her dear old transom,Time to pack your gear and leave her.  Chorus:            Ho-ro, the wind and snow            Flying o’er the Jericho            When the stormy winds do blow            Swing her off and let her go. Here’s to her lodging kneesAnd her bobstays, if you please,Here’s to her trestle trees:May they never leave her. When the fog is on the punkinAnd you hear the bells a-tunkin’Then remember Mama’s warnin’:Keep her off the rockpiles, darling. Here’s to the dear old lady,Here’s to her paint and puttyHere’s to her chain plates, darling,May they keep her all together. Keep her full and keep her going,Never jibe her when it’s blowing;There’s no way of knowingWhen she’s going to tear it, darling. Don’t you go down to the cityThough the women all be pretty:They’ll take your money, darling,Oh, and they’ll reef your mainsail. So here’s to her garboard strakesAnd to the water that she makesWhen to the pumps we takesJust to let her know we love her. "
13,"
                  Black Leg Miner |                     ",
14,"
                  Bog Down in the Valley O |                     ","O-ro the rattlin’ bog, the bog down in the valley-o
A rare bog, a rattlin’ bog, the bog down in the valley-oAnd in that bog there was a tree, a rare tree, a rattlin’ tree
With the tree in the bog
And the bog down in the valley-o.Now on that tree there was a limb, a rare limb, a rattlin’ limb
With the limb on the tree and the tree in the bog
And the bog down in the valley-o.Now on that limb there was a branch, a rare branch, a rattlin’ branch
With the branch on the limb and the limb on the tree and the tree in the bog
And the bog down in the valley-o.(Repeat, adding a line each time)
Now on that branch there was a twig, a rare twig, a rattlin’ twig…..Now on that twig there was a nest, a rare nest, a rattlin’ nest…..Now in that nest there was an egg , a rare egg, a rattlin’ egg…..Now in that egg there was a bird, a rare bird, a rattlin’ bird…..Now on that bird there was a feather, a rare feather, a rattlin’ feather …..Now on that feather there was a flea, a rare flea, a rattlin’ flea …."
15,"
                  Back Home in Derry |                     ","In 1803 we sailed out to sea
Out from the sweet town of Derry
For Australia bound if we didn’t all drown
And the marks of our fetters we carried
In our rusty iron chains we cried for our weans
Our good women we left in sorrow
As the mainsails unfurled, our curses we hurled
On the English, and thoughts of tomorrowAt the mouth of the Foyle, bid farewell to the soil
As down below decks we were lying
O’Doherty screamed, woken out of a dream
By a vision of bold Robert dying
The sun burned cruel as we dished out the gruel
Dan O’Connor was down with a fever
Sixty rebels today bound for Botany Bay
How many will meet their recieverCHORUS
Oh… I wish I was back home in Derry
Oh… I wish I was back home in DerryI cursed them to hell as her bow fought the swell
Our ship danced like a moth in the firelight
White horses rode high as the devil passed by
Taking souls to Hades by twilight
Five weeks out to sea, we were now forty-three
We buried our comrades each morning
In our own slime we were lost in a time
Of endless night without dawningCHORUSVan Diemen’s land is a hell for a man
To end out his whole life in slavery
Where the climate is raw and the gun makes the law
Neither wind nor rain care for bravery
Twenty years have gone by, I’ve ended my bond
My comrades ghosts walk behind me
A rebel I came – I’m still the same
On the cold winters night you will find meCHORUS"
16,"
                  Stefan’s Gay Lament |                     ","By Sam Leary 2014 Oh me wife said go! so I stood up
and away an away i went to the pub
I walked down old Miami drive
and there at Malone’s i did soon arrivewell the lights were on there was music inside
and there were people i did know
i started to drink and to talk out of me arse
i drank all my money and i drank it fast“now who shall buy poor stefan a pint?!”
“for ive spent all my money on this fine night”
as soon as the free drinks were all gone
stefan found a buddy and he latched on….So i challenged this man to a noble duel
that would take place as a game of pool
whomever so should happen to win the round
shall be given drink on the losers poundNow the terms were set and agreed upon
and soon twas I was the losing one
I said “good sir i have lied to you”
“for I have as much money as ive skill in pool”He said never mind and he brought me more
and we drank till the pub did close its door
all of the drunks were now stood outside
“I need more drink!!” poor stefan criedthe man said ive more brew of me own
if any of ye wud like tay follow me home
the mob did agree and we all did go
away and aw-a down a Waiheke road…Soon i looked around and me crew were gone
and me and the man we were all alone
“is this some sort of gay thing?” i said to the night
“no” said the man “everythings alright”Well good says i and on we sped
until we came to me new mates shed
we had more drink and then he looked at me and said
“do you know stefan that i have a spa“this is not appropriate” stefan said he explained
“i have a wife and im not gay!”
why dont we just now call it day
then he said we went and put his clothes onwho could say what really happened next?
for poor wee stefan he never said
did he go a-home and go straight to bed?
or did he have a snuggle wid the gay man?His wife said he come home with no pants
and he was soaking head to toe
and that was the tale of our bold stefan clist
or at least thats the story he told……….THE END……..or was it?"
17,"
                  Tramps and Hawkers |                     ",
18,"
                  Dark Eyed Sailor |                     ",
19,"
                  Final Trawl |                     ","
Now it’s three long years since we made her pay
Sing haul away my laddie O
And the owners say that she’s had her day
And sing haul away my laddie OSo heave away for the final trawl
Sing haul away my laddie O
It’s an easy pull for the catch is small
And sing haul away my laddie OThen stow your gear, lads, and batten down
Sing haul away my laddie O
I’ll tak the wheel an’ I’ll turn her ’round
And sing haul away my laddie OWe’ll join the Venture and the Morning Star
Sing haul away my laddie O
Riding high and empty towards the bar
And sing haul away my laddie OFor I’d rather beach her on the Skerry rock
Sing haul away my laddie O
Than to see her torched in the breaker’s dock
And sing haul away my laddie OAnd when I die you can stow me down
In her rusty hold where the breakers pound
Haul away
Haul awayI’ll make the haven of the Fiddler’s Green
Sing haul away my laddie O
Where the grub is good, and the bunks are clean
And sing haul away my laddie OFor I’ve fished a lifetime, boy and man
Sing haul away my laddie O
And the final trawl scarcely makes a cran
And sing haul away my laddie OAnd sing haul away my laddie O"
20,"
                  Limejuice Tub |                     ","When shearing comes lay down your drums
Step on the board you brand new chums
With a ra-dum ra-dum rub-a-dub-dub
Send him home in a lime juice tubChorusHere we are in New South Wales
Shearing the sheep as big as whales
With leather necks and daggy tails
And hides as tough as rusty nailsNow you have crossed the briny deep
You fancy you can shear a sheep
With a ra-dum ra-dum rub-a-dub-dub
We’ll send you home in lime juice tubChorus
There’s brand new chums and cockies sons
They fancy that they are great guns
They fancy they can shear the wool
But the buggers can only tear and pullChorus
They tar the sheep till they’re nearly black
Roll up roll up and get the sack
Once more we’re away on the Wallaby Track
Once more to look for the shearing ohChorus
The very next job they undertake
Is to press the wool but they make a mistake
They press the wool without any bales
Shearing’s hell in New South WalesChorus
And when they meet upon the road
From off their backs throw down their load
And at the sun they’ll take a look
Saying I reckon it’s time to breast the cookChorus
We camp in huts without any doors
Sleep upon the muddy floors
With a pannikin of flour and a sheet of bark
To wallop up a damper in the darkChorus
Its home its home I’d like to be
Not humping my drum in this country
Its sixteen thousand mile I’ve come
To march along with the blanket drumChorus"
21,"
                  The Chinee Bumboat Man |                     ","I’ll sing ye a story o’ trouble an’ woe, that’ll cause ye to shudder an’ shiverConcerning a Chinee bumboat man, that sailed Yangtze RiverHe was a heathen o’ high degree, As the joss-house records showHis family name was Wing Chang Loo, but the sailors all called him Jim Crow ee-eye-oh ee-eye Chorus:Hitchy kum, kitchy kum ya! ya! ya!Sailorman no likee meNo savvy the story of Wing Chang LooToo much of the bober-eye-ee Kye eye! Now Wing Chang Loo he fell in love, with a girl called Ah Chu FongShe ‘ad two eyes like pumpkin seeds and slippers two inches longBut Ah Chu Fong loved a pirate bold with all her heart an; her liver,He was the captain of a double-decked junk, an’ he sailed the Yangtze River eye – iver – eye Chorus When Wing Chang Loo he heard o’ this, he swore an’ ‘orrible oath:‘If Ah Chu marries that pirate bold, I’ll make sausage meet o’ ’em both’So he hoisted his blood-red battle flag, put into the Yangtze RiverHe steered her east an’ south an’ west, till that pirate he did disciver-eye-iver-eye Chorus The drums they beat to quarters an’ the cannons did loudly roarThe red ‘ot dumplings flew like lead, an’ the scupper they ran with gore.The pirate paced the quarter deck with neither a shake nor a shiver,He was shot in the arse with a hard boiled egg, that penetrated his liver eye- iver-eye Chorus The dying pirate feebly cried, ‘we’ll give the foe more shot’If I can’t marry Ah Chu Fong, then Wing Chan Loo shall not’When a pease puddin’ ‘ot hit the old bumboat’s side, it caused a ‘orrible scene,It upset a pot of the bow-wow soup and exploded the magazye-eeny-eye-eeny-eye Chorus"
22,"
                  Go To Sea No More |                     ",
23,"
                  Finnegan’s Wake |                     ","Tim Finnegan lived in Walkin street,
A gentleman Irish, mighty odd.
He had a brogue both rich and sweet
And to rise in the world he carried a hod.
You see he’d a sort of a tipplin’ way
With a love for the liquor he was born.
And to help him on his way each day,
He’d a drop of the craythur ev’ry morn.CHORUS:
Whack fol’ the dah, now, dance to your partner.
Wipe the floor, your trotters shake.
Isn’t it the truth I told ya?
Lots of fun at Finnegan’s wake.One morning Tim was rather full;
His head felt heavy, which made him shake.
He fell from a ladder and he broke his skull
And they carried him home, his corpse to wake.
They rolled him up in a nice, clean sheet
and laid him out upon the bed
With a bottle of whiskey at his feet
And a barrel of porter at his head.‘(Repeat Chorus)His friends assembled at the wake
And Mrs. Finnegan called for lunch.
First she brought in tay and cake,
Then pipes, tobacco, and whiskey punch.
Biddy O’Brien began to cry,
“Such a nice clean corpse did you ever see?”
“Arragh, Tim, mavourneen! Why did you die?”
“Arragh, hold yer gob!” says Paddy McGee.(Repeat Chorus)Then Maggie O’Connor took up the job.
“Oh Biddy,” says she, “you’re wrong, I’m sure.”
Biddy gave her a belt in the gob
And left her sprawling on the floor.
Then the war did soon engage;
‘Twas woman to woman and man to man.
Shillelagh law was all the rage
And a row and a ruction soon began.(Repeat Chorus)Then Mickey Maloney ducked his head
When a noggin of whiskey flew at him.
It missed, and falling on the bed
The whiskey scattered over Tim.
Tim revives, see how he rises!
Timothy risin’ from the bed!
Says’ “Whirl your whiskey ’round like blazes,”
“Thanum an Dhul! Do ye think I’m dead?”"
24,"
                  Paddy West |                     ",
25,"
                  Skipper Jan Rebec |                     ","SKIPPER JAN REBECWho’s the king of the fighting Dutch
Skipper Jan Rebec
And who do the sailors fear so much
Skipper Jan RebecChorus:
Ja Ja leave your hammocks
Ja Ja hands on deck
Ja Ja break your backs
For Skipper Jan RebecWhen he got a boat of his own
S.J.R.
It was brute force kept him on the throne
S.J.R.And who brought all the tea from China
S.J.R
And sold it all in the Caroiina
S.J.R.And who can furl the main top-sail
S.J.R
All on his own in a living gale
S.J.R.And who can drink his weight in beer
S.J.R.
And only takes two baths a year
S.J.R.Who sleeps with four girls every night
S.J.R.
One Red, one Yellow, one Black, one White
S.J.R."
26,"
                  Bonnie Ship the Diamond |                     ","The Diamond is a ship, my lads
For the Davis Strait we’re bound
The quay it is all garnished
With bonnie lasses ’round
Captain Thompson gives the order
To sail the ocean wide
Where the sun it never sets, my lads
Nor darkness dims the skyChorus:For it’s cheer up my lads
 Let your hearts never fail
 For the bonnie ship the Diamond
 Goes a-fishing for the whaleAlong the quay at Peterhead
The lasses stand aroon
Wi’ their shawls all pulled around them
And the saut tears runnin’ doon
Don’t you weep, my bonnie wee lass
Though you be left behind
For the rose will grow on Greenland’s ice
Before we change our mindChorusHere’s a health to the Resolution
Likewise the Eliza Swan
Three cheers for the Battler of Montrose
And the Diamond, ship of fame
We wear the trousers o’ the white
The jackets o’ the blue
When we get back to Peterhead
We’ll hae sweethearts enou’ChorusIt will be bright both day and night
When the Greenland lads come hame
Our ship full up with oil, my lads
And money to our name
We’ll make the cradles for to rock
And the blankets for to tear
And every lass in Peterhead sing
“Hushabye, my dear”Chorus"
27,"
                  Santiano (Bay of Mexico) |                     ","Santy Anna gained the day
Away Santy Anno
Santy Anna gained the day
All on the plains of MexicoMexico, oh Mexico
Away Santy Anno
Mexico is a place I know
All on the plains of MexicoThem yaller girls I do adore
Away Santy Anno
With their shinin’ eyes and their cold black hair
All on the plains of MexicoWhy do them yaller girls love me so
Away Santy Anno
Because I won’t tell them all I know
All on the plains of MexicoThem Liverpool girls don’t use no combs
Away Santy Anno
They combs their hair with a kipper backbone
All on the plains of MexicoWhen I was a young man in me prime
I knocked them scouse girls two at a timeTimes is hard and the wages low
It’s time for us to roll and go"
28,"
                  Rolling Home (Across the Sea) |                     ",
29,"
                  A Drop of Nelson’s Blood (Roll the Old Chariot Along) |                     ","Oh, a drop of Nelson’s blood wouldn’t do us any harm,
Oh, a drop of Nelson’s blood wouldn’t do us any harm,
Oh, a drop of Nelson’s blood wouldn’t do us any harm,
An’ we’ll all hang on behind! So we’ll ro-o-oll the old chariot along!
An’ we’ll roll the golden chariot along!
So we’ll ro-o-oll the old chariot along!
An’ we’ll all hang on behind! Oh, a plate of Irish stew wouldn’t do us any harm,
Oh, a plate of Irish stew wouldn’t do us any harm,
Oh, a plate of Irish stew wouldn’t do us any harm,
An’ we’ll all hang on behind! So we’ll ro-o-oll the old chariot along!
An’ we’ll roll the golden chariot along!
So we’ll ro-o-oll the old chariot along!
An’ we’ll all hang on behind! Oh, a nice fat cook wouldn’t do us any harm. Oh, a roll in the clover wouldn’t do us any harm. Oh, a long spell in gaol wouldn’t do us any harm. Oh, a nice watch below wouldn’t do us any harm. Oh, a night with the gals wouldn’t do us any harm. "
30,"
                  The Orpheus |                     ","(c) Rudy SundeThe Orpheus was a proud ship
Sailing the ocean waves,
The Orpheus was a doomed ship
Sailing a watery graveIn 1863, she left old Sydney town
250 men on board, for New Zealand bound
The Tasman Sea was smooth and calm
She made her eastern run
Until she reached the Manukau Bar
There her race was runChorusThe Manukau Harbour is a haven safe
From the raging storm
But, the Manukau bar is a treacherous place
Where many fine ships have gone downThe Orpheus tried to take the bar
Through the breaking waves
She struck the bank which left her fast
And there she ended her daysChorusThe Orpheus was a modern ship
Powered by steam and sail
But her mighty engines could not save
Her from her terrible fateOne boat only was got away
To reach the Whatipu shore
The steamboat Wanga southward bound
Saved a few men moreChorusThe four brave men did refuge seek
On the mainmast high
A raging wave broke over them
And swept some more aside189 men were lost
A sad and bitter day
189 men were lost
To lie in lonely gravesChorusSailing a watery grave"
31,"
                  The Dry Cadrona |                     ","Oh I can tell where the cherries grow,By the dry CardronaWhere I picked them long ago,On a day when I was soberOn a day when I was sober.(Audience repeats the last line of each verse) My father wore a parson’s coatBy the dry CardronaHe kept a tally of the sheep and the goats,And I was never sober. My mother sewed her Sunday skirtBy the dry CardronaThey say she died of a broken heart‘Cause I was never sober. I loved a young miss, and only oneBy the dry CardronaBut she up and married the banker’s son,For I was never sober. I courted a widow of forty-nineBy the dry CardronaShe owned a stable and a Scheelite mine,But I was never sober. Oh lay my bones till the judgement crackBy the dry CardronaA blanket swag upon my back,To pillow me drunk or sober. All rivers run to the rimless graveEven the wild Cardrona,But never a one will come my wayTill I am stone cold sober. But I can tell where the cherries grow,By the dry CardronaWhere I picked them long ago,On a day when I was sober."
32,"
                  Virgin Sturgeon |                     ","Caviar comes from virgin sturgeon;
Virgin sturgeon’s a very fine dish.
Very few sturgeon are ever virgin,
That’s why caviar’s a very rare dish.Caviar comes from virgin sturgeon;
Virgin sturgeon’s a very fine fish.
Virgin sturgeon needs no urgin’;
That’s why caviar is my dish.I fed caviar to my girl-friend;
She was a virgin tried and true.
Now my girl-friend needs no urgin’,
There isn’t anything she won’t do.I fed caviar to my grandpa;
He was a gent of ninety-three.
Shrieks and squeals revealed that grandpa
Had chased grandma up a tree.Father was the keeper of the Eddystone light,
And he slept with a mermaid one fine night.
Results of this were off-spring three;
Two were fishes and the other was me.The postman came on the first of May;
The policeman came on the very same day.
Nine months later there was hell to pay:
Who fired that first sho , the blue or the gray?Little Mary went a-sledding,
And her sled turned upside down.
Now little Mary’s singing,
“M’ass is in the cold, cold ground.”Shad roe comes from scarlet shad fish
Shad fish have a very sorry fate.
Pregnant shad fish is a sad fish,
Got that way without a mate.The green sea turtle’s mate is happy
With her lover’s winning ways.
First he grips her with his flippers,
Then he grips and flips for days.Mrs. Clam is optimistic,
Shoots her eggs out in the sea,
Hopes her suitor is a shooter,
With the self-same shot as she.Give a thought to the happy codfish,
Always there when duty calls.
Female codfish is an odd fish;
From them come codfish balls.Oysters they are fleshy bivalves.
They have youngsters in their shell.
How they diddle is a riddle,
But they do, so what the hell."
33,"
                  Tasman Buster |                     ","Now, the Tasman Buster’s got a fair old blow
And he strikes so sudden that his teeth don’t show
And his home is on the Tasman SeaAnd it’s no use waiting for the glass to fall
‘Cause you’ll get no warning when he comes to call
It’s Crash! Bang! Wallop! You can do damn all
But batter down the Tasman Sea[Chorus]And it’s blow you buster blow
And blow!
Blow you buster blow
And it’s rock on Tommy down the Tasman Sea
When the Tasman Buster BlowsMister Abel Tasman was a Dutchman bold
And he sailed these waters in the days of old
And his name is on the Tasman seaAnd somehow Abel must have riles old nick
‘Cos he sent that Buster for to blow so quick
That Abel’s ghost would really cop some stick
From the sailors on the Tasman Sea[Chorus]There was a German schooner on an eastbound trip
Went to clear New Zealand round the southern tip
She went sailing down the Tasman SeaAnd it’s headfirst into Mr Buster’s blitz
And the German skipper, his name was Fritz
Said: “Gott in Himmel, you get blown to bitz, ven the buster’s on the Tasman Sea[Chorus}There’s a girl in Sydney known as big butch Flo
And it aint worth knowing what Flo don’t knowAnd she’ll call you cobbler and she’ll call you blue
And when that Lady’s got through with you
You’ll think you’ve been riding on a kangaroo
Or maybe on the Tasman sea[Chorus]"
34,"
                  Foveaux Strait (Bill Hanning’s Lament) |                     ","Catlins gone, Bill Hanning too
Master, mate and all the crew
Down in lat’tude 48
Tried to enter Foveaux StFoveaux Strait, Foveaux Strait
Cold out there in Foveaux Strait
Wind it blows, Bill Hanning knows
Cold out there in Foveaux StraitBig seas sweep the Anna’s deck
On her side nearly wrecked
Bill Hanning disappeared from sight
Foveaux holds him deadly tight[Chorus]“I’ll beat the wind” he often said
But sea and sky beat him instead
Twilight’s missing, dismal day
Bill Hanning’s drowned off Half Moon Bay[Chorus]Foundered, capsized, cargo shifted
Weather closed, never lifted
Three generations went this way
In Foveaux Strait bound to stay[Chorus]Youngsters weep, families torn
Olive, Rachael, Hannah mourn
Sons and brothers, speechless sorrow
Prepare to face the sea tomorrow[Chorus]"
