,title,lyrics
27,Banks of The Nile ," Farewell, my dearest Nancy, Farewell I must away. 
        I hear the drums a-beating and no longer I can stay. 

        For we're orders out of Portsmouth Town and for many a long mile
        For to fight the blacks and heathens on the banks of the Nile.      Oh,
          I'll cut off my curly locks and along with you I'll go
I'll dress myself in velveteen and go and see Egypt, too.

I'll fight and bear thy banners well, kind fortune upon thee smile.
And we'll comfort one another on the banks of the Nile. 
          Oh, your waist it is too slender love and your waist it is too small. 
        I'm afraid that you won't answer me if l should on you call 

        Your delicate constitution will not stand the unwholesome soil. 
        Nor the dark, nor the sandy climate on the banks of the Nile. 
          O Willie, dearest William don't leave me here to mourn, 
        You'll make me curse and rue the day for whenever I'd been born. 

        For the parting of my own true love and the parting of me life
Now stay at home, dear William and I will be thee wife. 
          My curse upon the war and the hour that it began 
        For it has robbed our count -e-ry of many a gallant man 

        It took from us our old sweethearts protectors of our soil 
        And their blood does steep the grass that's deep on the banks of the Nile. 
          Let a hundred days be darkened and let maidens give a sigh
It would melt the very elements to hear the wounded cry 

Let a hundred days be brightened and let the maidens give a smile 
But remember Abercrombie on the banks of the Nile. 
          O now the war is over and back I'll then return 
        Unto my wife and family I'll leave behind to mourn. 

        We'll call them in around me boys and there's no end of toil. 
        And no more we'll go a roving on the banks of the Nile. "
28,The Banks Of The Sacramento,"Sing and heave and heave and sing          To me hoodah,  To my hoodahHeave and make the handspikes spring 

        To me hoodah hoodah dayAnd it's blow boys blow for Califor - ni -  o

        For there's plenty of gold , so I've  been told

On the banks of the Sacremento 
      From Limehouse Docks to Sydney Heads 

      To me hoodah,  To my hoodahWas never more than seventy days 

        To me hoodah hoodah day 
        We cracked it on a big skiute 

        To me hoodah,  To my hoodahAnd the old man felt like a swell galoot 

To me hoodah hoodah dayAnd it's blow boys blow for Califor - ni -  o

        For there's plenty of gold , so I've  been told

On the banks of the Sacremento    "
29,The Banks of Sweet Loch Ray,"I am as poor a distressed maid as ever yet was known. 
        By love I'm captivated which is proved my overthrow.
When herding out my father's flocks
By accidence did stray it was there 
I met my sailor bold On the banks of sweet Loch Ray. Good morning to you, fair maid, he said, with a heart so free  ""
        And would you be contented to go along with me 
        I will dress you like Queen Helen all in your Grecian style 
        And when we'll go to the town of Boyle I will there make you my bride."" 
        With a modest blush this fair maid said, your suit I must deny 
        For I am no way fitting to be a sailor's bride. 
        Far from my native country I am not inclined to stray 
        For my heart would break were I to leave  The banks of sweet Loch Ray."" Fair maiden, I will not ask you to leave your native place. 
        We will here set down and court awhile all in this silent place, 
        We will set down and court awhile among the flowers so gay 
        And herd your sheep as they do feed  On the banks of sweet Loch Ray Rolled up in the rapture of the night the time stole slowly on. 
        My love has taken flight and from me he has gone.
I'll never love a young man I never loved any young man half so well 
And where to find my sailor bold  I'm sure I cannot tell. 

My sailor bold he's gone from me and he's crossed o'er the Main. 
I mean for to live single until he returns again.
A crown of gold I would bestow and at his feet I'd lay. 
I 'd bid adieu forevermore   To the banks of sweet Loch Ray "
30,The Bark Gay Head,"sung to the melody of :""Root Hog or Die""  Come all you young Americans      
        And listen to my ditty      
          It's all about a whaling bark      
        That left New Bedford City      
        The bark Gay Head it is her name         She's known both far and near      
        Her rules and regulations      
        They are most awful queer. CHORUS     

          Cheer boys cheer                      
          For the Gay Head and crew                      
          For growling and soldiering                      
          When there are things to do;                      
          We never will, we never will,                      
          We never can he high                      
          We want three thousand barrels of oil,                       
          Root hog or die. 2-  The place this noble bark was built        Was Mattapoisett town      
        The workmen worked for a dollar a day 
        The boss was Jonathan Brown     
        She was launched upon July the tenth      
        At eight o'clock P.M.      
        And numerous crowds assembled round 
        To see them dump her down

        CHORUS    3- The Captain's name was Jenny 
        From Mattapoisett town      
        He walks upon the quarter-deck      
        And there you'll see him frown      
        He is the meanest captain      
        That ever you did see      
        He's crossed the Atlantic several times      
        From New Bedford to AfrikeeCHORUS    4 -We'll cheer my noble hearties      
        For the starboard boat and crew      
        Mr. Hazzard's their boat leader      
        He's a gentleman good and true      
        There's Hussy John and Taylor Dick        And a boatsteerer named Couch      
        And when they lower in their boat      
        They know what they're aboutCHORUS      5- And we will cheer my hearties      
        For the starboard boat and crew      
        For the blowing of their pulling      
        Which is something they can do      
        When they lower in their boat      
        They do the best they can      
        Ryder he's the biggest blower      
        And he's the smallest manCHORUS:    6- We have the noble waist boat      
        Whose crew are very good      
        Their boatheader is a Dartmouth man      
        His name is Mister Wood.      
        And when they lower in their boat      
        They don't make any noise      
        But when you talk of pulling      
        They are the very boysCHORUS    7- We have another boat now      
        It's called the bow boat.      
        She's one of the jolliest crafts      
        That ever yet did float      
        Hiller pulls the bow oar      
        And Blankenship the stroke      
        Dexter pulls harpooner      
        And Jenny heads the boat  - CHORUS"
31, BArnacle Bill The Sailor ,"This song is available in the Sea Shanty Store as recorded by 
Roger Chartier and Kate Sullivan on his ""Sailing Away"" CD - Find it is hte Sea Shanty store on this website. courtesy of www.SailorSongs.comG                                                        D7                                                                 G
         
        Who’s that knocking at my door? Who’s  that knocking at my door?                                                   D7                                          G
          Who’s that knocking at my door , cried  the fair - young maidenA7 D                                                        A7                             D
          It’s me my love it’s only me cried  Barnacle Bill the sailor        D                                                                     A7                                 D
          It’s me my love it’s only me cried  Barnacle Bill the sailor
          G D7 G
          Where were you for seven years, where were  you for seven yearsD7 G
          Where were you for seven years ? Cried the  fair - young maidenA7 D A7 D
          I’ve been to sea, I’ve been to sea,  cried Barnacle Bill the sailorD A7 D
          I knew that you would wait for me, cried  Barnacle Bill the sailorG D7 G
          I detect the smell of rum. I detect the  smell of rumD7 G
          I detect the smell of rum cried the fair -  young maidenA7 D A7 D
          I’ve only had a drink or two , cried  Barnacle Bill the sailorD A7 D
          I’m only drunk with love for you cried  Barnacle Bill the sailorG D7 G
          Come and meet your son of six come and  meet your son of sixD7 G
          Come and meet your son of six, fried the  fair - young maidenA7 D A7 D
          A sailor’s pay won’t do for three,  cried Barnacle Bill the sailorD A7 D
          Farewell, I’m off across the sea, cried  Barnacle Bill the sailor
"
32, Battle of the Chesapeake And The Shannon ," The Chesapeake so bold 
        Out of Boston she was towed
        To take an English frigate 
        Neat and handy, O;
        And the people in the port 
        They came to see the sport,
        Whilst the music played up 
        Yankee doodle dandy, O.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!

        Now the British frigate's name, 
        0 that for the purpose came
        To cool the Yankees' courage 
        Neat and handy, 0,
        Was the Shannon, Captain Broke, 
        With his men all hearts of oak,
        Who for fighting was allowed to be 
        The dandy, 0.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!

        Just before the fight began, 
        Said the Yankees with much fun:
        We'll tow her into Boston 
        Neat and handy, 0;
        And then afterwards we'll dine 
        With our sweethearts and our wives,
        And we'll dance the jig called 
        Yankee doodle dandy, 0.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!

        Now the fight had scarce begun 
        When they flinch-ed from the guns,
        Which they thought that they would fight 
        So neat and handy, 0;
        Then brave Broke he drew his sword, crying: 
        Now my lads we'll board
        And we'll stop them playing 
        Yankee doodle dandy, 0.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!

        They no sooner heard the word 
        Than they quickly jumped on board,
        And haul-ed down the ensign 
        Neat and handy, 0.
        Notwithstanding all their brag, 
        Soon the glorious British flag
        At the Yankee's mizen-peak it looked 
        The dandy, 0.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!

        Here's a health, my boys, to you, 
        With your courage stout and true.
        Who fought the Chesapeake 
        So neat and handy, 0;
        And may it ever prove 
        That in fighting as in love
        That the true British sailor 
        Is the dandy, 0.
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!
        Hi! Yankee doodle doo, 
        Yankee doodle dandy!  "
33,Bay of Biscay  ,"My Willy sails on board the tender 
            

            And where he is I do not know

        For seven long years        I’ve been constantly waiting

        Since he crossed the Bay of Biscay-oh
      
        One night as Mary lay sleeping          

        A knock came to her bedroom door

        Saying Arise arise, my dearest Mary        

        For to earn one glimpse of your Willy-oh
        Young Mary rose, put on her clothing           

        And to the bedroom door did go

        And there she spied her Willy standing           

        His two pale cheeks as white as snow
        Oh Willy dear where are those blushes  

        Those blushes I knew long years ago

        Oh Mary dear - the cold clay ashed them          

        I am only the ghost of your Willy -oh
        Oh Mary dear, the dawn is breaking          

        Don’t you think it’s time for me to go

        I am leaving you quite broken hearted

For to cross the Bay of Biscay-oh
        If I had all the gold and silver          

        And all the money in Mexico

        I would grant it all to the king of Erin          

        For to bring me back my Willy-oh"
34,Bay of Biscay 2,"written by Andrew Cherry in the early 1800scourtesy of www.SailorSongs.com Loud roared the dreadful thunder
        
        

        The rain a deluge showers 

        The clouds were rent asunder
        
        

        By lightning's vivid powers


        The night was drear and dark
        
        

        Our poor devoted bark 

        Till next day there she lay

In the Bay of Biscay Oh


        Now, dashed upon the billow
        
        

        Her opening timbers creak 

        Each fears a watery pillow
        
        

        None stop the dreadful leak
        To cling to slippery shrouds
          
            

        Each breathless seaman crowds        As she lay till next day
          
            

        In the Bay of Biscay Oh 
        
          At length the wished for morrow
            
          

        Broke through the hazy sky           Absorbed in silent sorrow
          
            

        Each heaved a bitter sigh
          The dismal wreck to view
          
              

        Struck horror in the crew           As she lay all that day
          
            

        In the Bay of Biscay Oh


          Her yielding timbers sever,
          
          

        Her pitchy seams are rent, 

          When Heaven, all bounteous ever,

It's boundless mercy sent,


        A sail in sight appears,
        

        We hail her with three cheers, 

          Now we sail, with the gale,
          
          

        From the Bay of Biscay Oh!  "
35,Bell Bottom Trousers," Singing bell bottom trousers, coat of navy-blue. 
        Let him climb the rigging like his daddy used to do. 

        Once there was a waitress in the Prince George Hotel 
        Her mistress was a lady and her master was a swell. They knew she was a simple girl and lately from the farm. 
        And so they watched her carefully to keep her from all harm. The Forty Second Fusiliers came marching into town 
        And with them came a complement of rapists of renown. They busted every maidenhead that came within their spell. 
        But they never made the waitress from the Prince George Hotel. Next came a company  of the Prince of Wales' Hussars 
        They piled into the whore house and they packed along the bars. Many a maid and mistress and wife before them fell. 
        But they never made the waitress from the Prince George Hotel. One day there came a sailor just an ordinary bloke 
        A-bulging at the trousers with a heart of solid oak. At sea without a woman for seven years or more. 
        There wasn't any need to ask what he was looking for. He asked her for a candlestick to light his way to bed 
        He asked her for a pillow to rest his weary head. And speaking to her gently just as if he meant no harm 
        He asked her if she'd come to bed just so's to keep him warm. She lifted up the blanket and a moment there did lie 
        He was on her; he was in her in the twinkling of an eye He was out again, and in again, and plowing up a storm. 
        And the only words she said to him ""I hope you're keeping warm."" When early in the morning the sailor he arose 
        Saying here's a two pound note my dear, for the damage I have done. If you have a daughter, bounce her on your knee. 
        If you have a son, send the bastard out to sea."
36,Ben Backstay,"This is a fierce Ben Backstayish sort of a sea shantycourtesy of www.SailorSongs.com Ben Backstay was our boatswain 
          A very merry boy

          For no one half so merrily 
          Could pipe all hands ahoy

          And when unto his summons 
          We did not well attend

          No lad than he more cheerily 
          Could handle the ropes end Singing chip chow cherry chow  
          Fol de riddle ido

          Singing chip chow cherry chow  
          Fol de riddle ido

While sailing once our  Captain  
          Who was a jolly dog 

          Served out to all our company  
          A double share of grog

          Ben backstay he got tipsy  
          All to his hearts content

          And he being half seas over 
          Why overboard he went

A shark was on the larboard bow 
          Sharks don't on manners stand

          But grapple all they come near   
          Just like your sharks on land

          We heaved Ben out some tackling 
          Of saving him some hope's

          But the shark had bit his head off   
          So he couldn't see the ropes

Without his head his ghost appeared 
          All on the briny lake

          He piped all hands ahoy and cried 
          Lads warning by me take

          By drinking grog I lost my life 
          So lest my fate you meet

          Why never mix your liquors lads 
          But always take them neat  "
37,The Bigler," On the Sunday morning, just at the hour of ten 
         When the tug Mico Robert towed the schooner Bigler through Lake Michigan  
        O, there we made our canvas in the middle of the fleet 
        And the wind hauled to the south'ard boys so we had to give her sheet CHORUS - sung after every verse:               Watch her catch her jump in her ju-baju       - 
        Give her sheet and let her go       
        The lads will pull her through - And don't you hear her howling 
        When the wind was blowing free - On our down trip to Buffalo from Milwaukee    
The wind comes down from the south southeast it blows both stiff and strong  
        You'd ought to've seen that little schooner Bigler as she pulled out
Lake Michigan  Oh far beyond her foaming bows the fiery lights aflame 
With every stitch of canvas and her course was wing and wing Passing by the Proctors the wind was blowing free  
        Sailing by the Beavers with the Skillaglee on our lea 
        Oh we hauled her in full and bye as close as she would lie  
        And we weathered Waugoshance to enter the Straits of Mackinaw        At Huron we made Presque Isle Light and then we tore away,  
        The wind it being fair, for the Isle of Thunder Bay. 
        Then the wind it shifted and the night it came on dark, 
        The captain kept a sharp lookout for the light at Point aux Barques. We passed the light and kept in sight of Michigan north shore,  
        A-boomin' for the river as we'd often done before, 
        When just abreast of Port Huron Light, both anchors we let go, 
        And the Sweepstake came 'longside and took the Bigler in tow She took the seven of us in tow, all of us fore and aft,  
        She towed us down to Lake St. Clare and stuck us on the flat. 
        Then eased the Hunter's tow line to give us all relief, 
        The Bigler fell astern and went into a boat called the Maple Leaf. And then the Sweepstake towed us out beyond the river light,  
        Lake Erie for to roam and the blustering winds to fight, 
        The wind being from the south'ard, it blew a pretty gale, 
        And we took it as it came for we could not carry sail. We made the Eau and passed Long Point, the wind now blowing free,
        We bowled along the Canada shore, Port Colborne on our lee, 
        What is that that looms ahead? We knew as we drew near,
That blazing like a star, shone the light on Buffalo Pier. And now we're safely moored in the Buffalo Creek at last,
And under Brigg's elevator the Bigler is made fast. 
And in some lager beer saloon we'll let the bottle pass, 
For we're all happy shipmates and we like a social glass"
38,Blackbird,"I am a young sailor,  My story is sad  

        Though once I was carefree,  And a brave sailor lad

        I courted a lassie,  By night, and by day  

        But now, she has left me,  And sailed far away. CHORUS - sung after every verse
                    
        Oh if I was a blackbird, and could whistle and sing

        I'd follow the vessel, my true love sails in 

        And in that top riggin', I would there build my nest                    And I'd flutter my wings O'er her lily white breast.
    
        Or if I was a scholar,  And could handle the pen
  
        One secret love-letter,  To my true love I'd send  

        And tell of my sorrow,  My grief and my pain
  
        Since she's gone and left me,  In yon floating land
      
        I've sailed on the ocean,  My fortune to seek            Oh, I miss her caress,  And her kiss on my cheek          I returned and I told her,  My love was still warm  

        But she turned away lightly,  And great was her scorn
    
        I offered to take her,  To Donneybrooke fair  

        And to buy her fine ribbons,  To tie up her hair  

        I offered to marry,  And stay by her side  

        But she says in the morning,  She sails with the tide      

        My parents, they chide me,  They will not agree  

        Saying that me and my false-love,  Married shouldn't never be
  
        Ah, but let them deprive me,  And do what they will          While there's breath in my body,  She's the one I love still "
39,BLack Eyed Susan,"John Gay 1720courtesy of www.SailorSongs.comAll in the downs the fleet was moored,
          

          The streamers waving in the wind,
          

          When black-eyed Susan came on board

          Oh, where shall I my true love find
          

          Tell me, ye jovial sailors, tell me true
          

          If my sweet William sails among your crew
          .............................................................

          William was high upon the yard,
          

          Kocked by the billows to and fro,
          

          Soon as her well-known voice he heard

          He sighed and cast his eyes below;
          

          The cord slices swiftly through his glowing hands,

          And, quick as lightning, on the deck he stands
          ...................................................................

          Believe not what the landsmen say,
          

          Who tempt with doubts thy constant mind,
          

          They'll tell thee sailors, when away,
          

          In every port a mistress find.
          

          Yet, yes, believe them when they tell thee so,
          

          For thou art present where so ever I go.
          ..............................................................

          Oh Susan, Susan, lovely dear
          

          My vows for ever true remain,
          

        Let me kiss off that falling tear,

          We only part to meet again;
          

          Change as ye list, ye winds, my heart shall be
          

          The faithful compass that still points to thee
          ............................................................

        
          The boatswain gave the dreadful word,
          

          The sails their swelling bosoms spread;

          No longer must she stay on board;
          

          They kiss  she sighed  he hangs his head;
          

          The lessening boat unwilling rows to land,
          

""Adieu,"" she cries and waves her lily hand"
40,Bold Dighton,"Come all you bold heroes that plough the rough main,  
          Give ear to our story, the truth I'll explain.  
        It was our misfortune which happened in great war,  
        And how we escaped from the French at Bastar.        We were then confined on the Guadaloupe shore,      
        Of true valiant seamen four hundred or more,
        Shut up in a small compass being greatly distressed,      
        With painful disease and famine oppressed.            A gallant young hero, from Saint Lucia he came,          
        Both generous and wealthy, called Dighton by name.          
        He had the heart of a lion, the soul of a prince,          
        And friends's kind impulse to us did evince. He came to our prison, he mourned our sad fate,  
        He launched out his gold to relieve our sad state.  
        Five hundred bright guineas he gave, I am sure,  
        Which did greatly relieve us in this distressed hour. At this generous action the French did complain.      
        They soon did confine him with fetters and chains      
        With us in the prison, it was them we might see,      
        But from his chains and fetters we soon set him free.            Says Dighton, ""My boys, if you'll take my advice, 
        Now if you'll prove constant it is done in a trice.          
        For 'tis down by yon pier the Tyger does lay,
        A stout and fine coaster, she is fit for the sea. The captain's on shore and we have all things on board,  
        A plenty of cannons, pikes, pistols, and swords.  
        Now if you will prove constant and stand by my side,  
        We will board her, my boys, and we will sail the next tide.        

        Then at this adventure we all did agree,      
        Each breast loaded with ardor to fight and be free. 
        Come give us your signal,"" each sailor replied, 
        We are ready to conquer, or die by your side.                Prepare for the conflict, no longer delay.          
  But keep yourselves cool, boys, my orders obey.""          
  Three gallant young seamen as seconds he chose.          
  Our signal for freedom was, ""Death to our foes!"" Then out of prison we all rushed amain.  
        The three guns were fired, the French guards were slain.  
        On board of the Tiger we soon rushed our way.  
        We cut both her cables and stood out to sea.        Which caused a sad rumpus, it being midnight.      
          The Frenchmen bawled out in a terrible fright,          ""Mon Dieu, fracter engie!""
          Drums beat and bells toll,      Our hero shouts, ""Freedom!"" to each valiant soul. Their fortress was open, their cannon did play,          
        Their shot flew iike hail as we got under way.          
        They shattered our spars as we sailed from the shore.          
        To bid them good-bye we a broadside let pour. 

        Then out of all danger we thought ourselves clear,  
        But for this mistake we did pay very dear.  
        Next morning at dayiight it was there we espied  
        The Lion, a corvette, hang down on our side. 
She plied us with grapeshot with broadside so sore,      
        Which caused the Tiger to make her guns roar.      
        With thirty-six eighteens the Lion did growl,      
        And eighteen brass nines the fierce Tiger did bowl.            Yard-arms and broadsides, for three glasses we lay,
        At length our broadside cut her mainmast away.          
        Says Dighton, ""My boys, if you are tired of this fun 
        You now have your choice, to fight or to run!""To spare blood and slaughter the crew did incline.  
        To run down the corvette it was our design.  
        But at this same moment she grappled us fierce,  
        And then sword in hand was our only resource.        To board and to slaughter they were fully bent.      
        To give us no quarters was their sole intent.      
        To board us thrice over they tried with this view,      
        But they were repulsed by the Tiger's bold crew.            Then Dighton cried out as each hero should feel,          
        Whose eyes transferred fury like bright burnished steel,          
        ""There is death to each man on the point of my sword. 
  Come all my bold heroes, let us jump overboard!"" 

  Then over the bulwark he jumped like a roe.  
        One stroke from his sabre laid two Frenchmen low.  
        On board of the corvette we all rushed so fierce  
        That soon from their quarters the French did disperse.        Steel sparkle, pikes rattle, and swords loudly clash,      
          And the blood on her decks like salt water did dash.      
          Her scuppers with huge streams of crimson did pour,      
        And the blue seas all round us rolled purple with gore.              Three hundred brave seamen were slain of their crew,          
  When the Frenchmen gave out and they cried, ""Mon Dieu!""          
          They fell on their knees and their weapons let fall,          
        And then our bold hero for quarter did call. We soon gave them quarter and then we did hear  
          That for to engage us they did volunteer.  
          They trebled our metal with e'en two for one,  
        But Fortune's kind favor saved reedom's bold son.        Then Dighton cried out, ""Now the battle is o'er, 
          Let the French learn this lesson and teach it on shore,      
          Go back to their country and friends and take care      
          To treat well in future each prisoner of war!""            To conduct the French back we the Tiger then gave,
          Our seamen were generous and valiant and brave;          
          Then down to Antigua with our corvette we bore,          
          And on the next morning we all jumped ashore. 

          Drink a health to each seaman that ploughs the rough main.
        May each, crowned with laurels, return home again.  
        May the fair of our country some gratitude show  
        To the sons of the ocean that fight the proud foe.        And as for brave Dighton, our true valiant friend,      
        May glories pursue him while honors attend,      
        And when he does die may each seaman draw near,      
        Come kneel at his tombstone and let fall a tear "
41,The BoldPrincess Royal," On the fourteenth of February we sailed from the land In the bold Princess Royal bound for Newfoundland We had forty bright seamen our ship’s company  So boldly from the Eastward to the Westward bore we        
        We had not been sailing scarce days two or three      When a man from our topmast a sail he did see      Come bearing down on us to see where we bore      And under her mizzen black colors she bore.            

Great God cried our captain what shall we do now          Here comes a bold pirate to rob us I know          Oh no cried our chief mate that shall not be so          We will shake out our reef me boys and away from him we’ll go      
        It was the next morning at the dawning of the day  This lofty large pirate shot under our lee  Whence came you cried the pirate we answered him so  We are out of fair London bound for Callao        
        Then back your main topsails and heave your ship to For I have a letter to send down to you      

        If I back may topsail and heave my ship to      It will be for some pilot and not alongside you            
        He chased us to the Eastward all that livelong dayHe chased us to the Westward but he couldn't make no way          He fired some shots after us but none did prevail          And the bold Princess Royal soon showed him her tail     
        Oh now cried our captain the pirate is gone  Go down for your grog boys go down every one  Go down for your grog boys and be of good cheer For while we’ve got sea room bold lads never fear"
42,Bold Riley,"Our anchor's aweigh and our sails are all set, 

          Bold Riley-oh, boom-a- lay

          And the folks we are leaving, we'll never forget,

          Bold Riley-oh, gone away

          CHORUS sung after each verse:Goodbye, me darlin', goodbye, me dear-oh,

          Bold Riley-oh, boom-a-lay,

        Goodbye, me darlin' goodbye, me dear-oh,

        Bold Riley-oh, gone away.


        Wake up Mary Ellen, and don't look so glum, 

        Bold Riley-oh, boom-a- lay

          By Whitestocking time, you'll be drinking hot rum, 

          Bold Riley-oh, gone away


          The rain it is raining now all the day long, 

          Bold Riley-oh, boom-a- lay

          And the northerly wind, it does blow so strong 

          Bold Riley-oh, gone away

          We're outward and bound for Bengal bay,

          Bold Riley-oh, boom-a- lay

          Get bendin', me boys, it's a hell of a way. 

          Bold Riley-oh, gone away   "
43,Boston Harbor,"From Boston harbor we set sail 
        

        And the wind was blowin' the devil of  a gale 
       
With the ring-tail set all about the  mizzen peak 

        And the dolphin striker plowin' up  the deep 
        CHORUS sung after every verse:

With a big bow wow, tow  row row
        

        Fal dee rall dee di do day. 
        The up steps the skipper from down  below 

        And he looks aloft, boys, and he  looks a low 
        And he looks a low and he looks aloft 

        And it's tighten up your ropes, boys,  fore and aft. "
44,Botany Bay,"Come all ye young men of learning  and a warning take from me  

        I would have you quit night walking  and shun bad company 

        I would have you quit night walking  er else you'll rue the day 

        You'll rue your transportation lads  when you're bound for Botany Bay 

I was brought up in London town  at a place I know full well  

        Brought up by honest parents  for the truth to tell 

        Brought up by honest parents  and reared most tenderly 

        Till I became a roving blade  which proved my destiny  
        My character was shaken  and I was sent to jail

        My friends they tried to clear me  but nothing could prevail 

        At the old Bailey sessions  the judge to me did say 
        

        The jury found you guilty lad  so you go to Botany Bay 

        It was on May the twenty eight  from England we did steer  

        And all things being safe on board  we sailed down the river clear  

        And every 
        ship that we passed by  we heard the sailors say 

        Good thing it's them not us - Ho- Ho  that are bound for Botany Bay  
        There is a girl in Manchester  a girl I know quite well 

        And if I ever get set free  with her I intend to dwell 
Which means, I mean to marry her  And no more go astray 

        I'll shun all evil company  
    bid adieu to Botany Bay 
"
45,The Blackball Line," In the Black Ball Line I serv'd my time 
        Hurrah for the Black Ball  Line!
        In the Black Ball Line I serv'd my time 
          Hurrah for the Black Ball Line!

        The Black Ball ships are good and true, 
        Hurrah for the Black Ball Line!
        They are the ships for me and you. 
          Hurrah for the Black Ball Line!

          For once there was a Black Ball ship, 
        Hurrah for the Black Ball Line!
        That fourteen knots an hour could slip, 
          Hurrah for the Black Ball Line!

          Her yards were square, her gear all new 
        Hurrah for the Black Ball Line!
        She had a good and gallant crew, 
          Hurrah for the Black Ball Line!

          One day whilst sailing on the sea, 
        Hurrah for the Black Ball Line!
          They saw a vessel on their lee, 
          Hurrah for the Black Ball Line!

          They knew it was a pirate craft, 
          All armed with guns before and aft,
          
          She fired a shot across their bow, 
        Hurrah for the Black Ball Line!Which was not kind you must allow, 
          Hurrah for the Black Ball Line!          
          They did not fear as you may think 
          Hurrah for the Black Ball Line!
But made the pirates water drink, 
          Hurrah for the Black Ball Line!          
          They gave that vessel their sharp stem,
          Hurrah for the Black Ball Line!And cut her through; more praise to them,
          Hurrah for the Black Ball  Line!          
          They seized the pirates' wicked mate,  
          Hurrah for the Black Ball Line!He was so bad they broke his pate,  
          Hurrah for the Black Ball Line!          
          The skipper and his wicked crew, 
          Hurrah for the Black Ball Line!
They sunk beneath the waters blue, 
          Hurrah for the Black Ball Line!          
          It was a plucky thing to do 
          Hurrah for the Black Ball Line!
To cut the Pirate vessel through, 
          Hurrah for the Black Ball Line!          
          Then drink success to the Black Ball Line, 
          Hurrah for the Black Ball Line!
          Their ships are good, their men are fine. 
          Hurrah for the Black Ball Line!          
          In the Black Ball Line I served my time, 
          Hurrah for the Black Ball Line!
          In the Black Ball Line I served my time, 
          Hurrah for the Black Ball Line! "
46,Blood Red Roses,"Our boots and clothes are all in pawn
Go down, you blood red roses, Go down
  
  It’s flamin’ drafty ’round Cape Horn
  
  Go down, you blood red roses, Go down
  
  Oh, you pinks and posies
  
  Go down, you blood red roses, Go down

  

  My dear old mother said to me,
Go down, you blood red roses, Go down
  My dearest son, come home from sea
  
  Go down, you blood red roses, Go down
  Oh, you pinks and posies
  
Go down, you blood red roses, Go down 

  It’s ’round Cape Horn we all must go
  
  Go down, you blood red roses, Go down 
  ‘Round Cape Horn in the frost and snow
  Go down, you blood red roses, Go down 
  Oh, you pinks and posies
  
Go down, you blood red roses, Go down 

You’ve got your advance, and to sea you’ll go

Go down, you blood red roses, Go down 
To chase them whales through the frost and snow
Go down, you blood red roses, Go down 
Oh, you pinks and posies
  ....


It’s ’round Cape Horn you’ve got to go,
Go down, you blood red roses, Go down 
For that is where them whalefish blow
Go down, you blood red roses, Go down 
Oh, you pinks and posies
  
Go down, you blood red roses, Go down 

It’s growl you may, but go you must,

Go down, you blood red roses, Go down 
If you growl too much your head they’ll bust 
Go down, you blood red roses, Go down 
Oh, you pinks and posies
  
Go down, you blood red roses, Go down 

Just one more pull and that will do

Go down, you blood red roses, Go down 
For we’re the boys to kick her through 
Go down, you blood red roses, Go down
Oh, you pinks and posies 
Go down, you blood red roses, Go down 




(adsbygoogle = window.adsbygoogle || []).push({});


"
47,Blow Bullies Blow," Yankee ship comes down the river,
   
   Blow, boys, blow!
A Yankee ship and a Yankee skipper,

Blow, my bully boys, blow!


How do you know she's a Yankee clipper?

Blow, boys, blow!

Because her mast and yards shine like silver. 
Blow, my bully boys, blow!
Who do you think is captain of her?

Blow, boys, blow!

Old Holy Joe, the darky lover,

Blow, my bully boys, blow!


What do you think she's got for cargo?

Blow, boys, blow!

Why, ""black sheep"" that have run the embargo.

Blow, my bully boys, blow!
What do you think they have for dinner?

Blow, boys, blow!

Why monkey's tails and bullocks' liver.

Blow, my bully boys, blow!


Oh, blow to-day and blow to-morrow,

Blow, boys, blow!

Oh, blow me down to the Congo River.

Blow, my bully boys, blow!"
